tweet_id	class	tweet
SMM4H2022Bsi55XfbbUXKKP33	ADE	@USER_______ glad to here it's keppra over the others. lamictal made me a zombie. first seizure is a bitch eh?
SMM4H2022sYMdXL20LaqcUote	ADE	RT @USER________: @USER___ even w/ Humira: ab pain, cramps,nausea,vomitting, skin&joint problems, ulcers in mouth&fatique #uclaibdnurses2013
SMM4H2022sYMdXL20LaqcUote	ADE	RT @USER________: @USER___ even w/ Humira: ab pain, cramps,nausea,vomitting, skin&joint problems, ulcers in mouth&fatique #uclaibdnurses2013
SMM4H2022sYMdXL20LaqcUote	ADE	RT @USER________: @USER___ even w/ Humira: ab pain, cramps,nausea,vomitting, skin&joint problems, ulcers in mouth&fatique #uclaibdnurses2013
SMM4H2022sYMdXL20LaqcUote	ADE	RT @USER________: @USER___ even w/ Humira: ab pain, cramps,nausea,vomitting, skin&joint problems, ulcers in mouth&fatique #uclaibdnurses2013
SMM4H2022sYMdXL20LaqcUote	ADE	RT @USER________: @USER___ even w/ Humira: ab pain, cramps,nausea,vomitting, skin&joint problems, ulcers in mouth&fatique #uclaibdnurses2013
SMM4H2022sYMdXL20LaqcUote	ADE	RT @USER________: @USER___ even w/ Humira: ab pain, cramps,nausea,vomitting, skin&joint problems, ulcers in mouth&fatique #uclaibdnurses2013
SMM4H2022sYMdXL20LaqcUote	ADE	RT @USER________: @USER___ even w/ Humira: ab pain, cramps,nausea,vomitting, skin&joint problems, ulcers in mouth&fatique #uclaibdnurses2013
SMM4H2022sYMdXL20LaqcUote	ADE	RT @USER________: @USER___ even w/ Humira: ab pain, cramps,nausea,vomitting, skin&joint problems, ulcers in mouth&fatique #uclaibdnurses2013
SMM4H2022Ic6cwEtFeJB2T9K1	ADE	@USER____ they probably would have offered me the full anti psychotic menu had i not reacted badly to seroquel #handy #bonus
SMM4H2022PdRePYtGlDEhRo9q	ADE	@USER________ i was prescribed victoza for obesity in july 2010. i have been ill ever since. evil drug #diabetes
SMM4H2022nfVvCVg7WVGKrfgc	ADE	rt @USER_______: vyvanse, commonly known as ocd in a pill.
SMM4H2022kZSW7UHRW4hnAZMd	ADE	i'm having to pee way too much this drive.. drinking too much water. fuck you 70mg vyvanse and your ability to dehydrate the fuck out of me.
SMM4H2022kZSW7UHRW4hnAZMd	ADE	i'm having to pee way too much this drive.. drinking too much water. fuck you 70mg vyvanse and your ability to dehydrate the fuck out of me.
SMM4H2022OGUKd4Q0wJBIFE5d	ADE	this rant could be #paxil withdrawl...or delayed divorce rage.
SMM4H2022OGUKd4Q0wJBIFE5d	ADE	this rant could be #paxil withdrawl...or delayed divorce rage.
SMM4H2022ppi7544AVVGZnuc0	ADE	"also, yay addiction. it's drugs i need for living, but it's still dependance. every time i get a ""paxil headache"" i realize this. oh well."
SMM4H2022ppi7544AVVGZnuc0	ADE	"also, yay addiction. it's drugs i need for living, but it's still dependance. every time i get a ""paxil headache"" i realize this. oh well."
SMM4H2022ppi7544AVVGZnuc0	ADE	"also, yay addiction. it's drugs i need for living, but it's still dependance. every time i get a ""paxil headache"" i realize this. oh well."
SMM4H2022XaAWQgLEpvxyryK1	ADE	gotta find an alternative to vyvanse, asap. i'd rather be sleepy &amp; happy, than alert &amp; depressed!
SMM4H2022GrUL6WTxEGFL5oAg	ADE	@USER______ yeh same bk felt like sumo wrestler on it all time :( think its f****ed me 4life :( ironic as humira is used to treat artheritis
SMM4H20221q0l2kkUgIzVMMcs	ADE	okay i took the seroquel and i am resisting the urge to vomit it up i feel disgusting but oh well good times good vibes don't be sad
SMM4H20221q0l2kkUgIzVMMcs	ADE	okay i took the seroquel and i am resisting the urge to vomit it up i feel disgusting but oh well good times good vibes don't be sad
SMM4H202273zqs877eP0sxb4Y	ADE	why not to take vyvanse late in the day: i just cleaned my entire kitchen. it's 3am. #addproblems @USER_______
SMM4H202273zqs877eP0sxb4Y	ADE	why not to take vyvanse late in the day: i just cleaned my entire kitchen. it's 3am. #addproblems @USER_______
SMM4H2022OtxIez537Esm9LMb	ADE	@USER_________ missing a day of meds is never fun. i get migraines if i don't get my effexor. do you just get super tired?
SMM4H2022OtxIez537Esm9LMb	ADE	@USER_________ missing a day of meds is never fun. i get migraines if i don't get my effexor. do you just get super tired?
SMM4H2022wnNbdqMUxiWeywPm	ADE	i'm high af on vyvanse.
SMM4H2022NT8MvTeEFiodsFgv	ADE	@USER___________ @USER______ re victoza i was prescribed this in 2010 for obesity. caused pancreatitis and digestive problems ever since
SMM4H2022NT8MvTeEFiodsFgv	ADE	@USER___________ @USER______ re victoza i was prescribed this in 2010 for obesity. caused pancreatitis and digestive problems ever since
SMM4H2022SPLdFkMPXmESFbQq	ADE	@USE when are you going to do true life: i am addicted to vyvanse?
SMM4H2022RXWlwwVt6yQyP4fw	ADE	09.26 day 12 rivaroxaban diary:  headache, right shoulder and neck ache, lower back pain, weak knees, limping when walking.Taken paracetamol
SMM4H2022RXWlwwVt6yQyP4fw	ADE	09.26 day 12 rivaroxaban diary:  headache, right shoulder and neck ache, lower back pain, weak knees, limping when walking.Taken paracetamol
SMM4H2022RXWlwwVt6yQyP4fw	ADE	09.26 day 12 rivaroxaban diary:  headache, right shoulder and neck ache, lower back pain, weak knees, limping when walking.Taken paracetamol
SMM4H2022RXWlwwVt6yQyP4fw	ADE	09.26 day 12 rivaroxaban diary:  headache, right shoulder and neck ache, lower back pain, weak knees, limping when walking.Taken paracetamol
SMM4H2022RXWlwwVt6yQyP4fw	ADE	09.26 day 12 rivaroxaban diary:  headache, right shoulder and neck ache, lower back pain, weak knees, limping when walking.Taken paracetamol
SMM4H2022RXWlwwVt6yQyP4fw	ADE	09.26 day 12 rivaroxaban diary:  headache, right shoulder and neck ache, lower back pain, weak knees, limping when walking.Taken paracetamol
SMM4H2022RXWlwwVt6yQyP4fw	ADE	09.26 day 12 rivaroxaban diary:  headache, right shoulder and neck ache, lower back pain, weak knees, limping when walking.Taken paracetamol
SMM4H2022AemspyQ0a9IPQYXw	ADE	get asked if i have tourettes. nope. just vyvanse #twitchy @USER_______
SMM4H2022AemspyQ0a9IPQYXw	ADE	get asked if i have tourettes. nope. just vyvanse #twitchy @USER_______
SMM4H2022QdRrOGi2v3pRbpHE	ADE	i don't know whether my vyvanse caused my caffeine addiction or caffeine caused my vyvanse addiction.
SMM4H2022zVPXYMJEHYOlQ6Ib	ADE	rt @USER_______: i don't know whether my vyvanse caused my caffeine addiction or caffeine caused my vyvanse addiction.
SMM4H2022AJAFtU4kMAs2Yqg9	ADE	my house smells of bacon &amp; seroquel is making me so hungry i want to tear my own face off &amp; eat it or cry or maybe both at once.
SMM4H2022AJAFtU4kMAs2Yqg9	ADE	my house smells of bacon &amp; seroquel is making me so hungry i want to tear my own face off &amp; eat it or cry or maybe both at once.
SMM4H2022AJAFtU4kMAs2Yqg9	ADE	my house smells of bacon &amp; seroquel is making me so hungry i want to tear my own face off &amp; eat it or cry or maybe both at once.
SMM4H2022QgR91vo6v6m62Q7o	ADE	@USER____ yup quetiapine. the normal dose at night whacks me out. i'd have been asleep til friday on double
SMM4H2022QgR91vo6v6m62Q7o	ADE	@USER____ yup quetiapine. the normal dose at night whacks me out. i'd have been asleep til friday on double
SMM4H2022quEKjdHKl010FZVp	ADE	i'm not sure if excedrin is the right way for me to go for my tmj headaches. vyvanse + caffeine is pretty rough. ideas?
SMM4H2022quEKjdHKl010FZVp	ADE	i'm not sure if excedrin is the right way for me to go for my tmj headaches. vyvanse + caffeine is pretty rough. ideas?
SMM4H2022VNoWz2REYRTcFy6o	ADE	13.08 Day 13 Rivaroxaban diary.  Pracetamol has taken away most of the aches, but still have lower back ache and weak knees.
SMM4H2022VNoWz2REYRTcFy6o	ADE	13.08 Day 13 Rivaroxaban diary.  Pracetamol has taken away most of the aches, but still have lower back ache and weak knees.
SMM4H2022VNoWz2REYRTcFy6o	ADE	13.08 Day 13 Rivaroxaban diary.  Pracetamol has taken away most of the aches, but still have lower back ache and weak knees.
SMM4H2022GiUloKHmhkRr7RfK	ADE	@USER______ I don't know that one, but metho made me sick  everyday I took it. I had to stop. Enbrel has worked wonders for me .. so far
SMM4H2022dlfE0CN0EQZ8Yycc	ADE	@USER____ i'm allergic to enbrel :-( bad reaction
SMM4H2022gAqLbjRYmWBB6p2q	ADE	rt @USER____: @USER______ i don't know that one, but metho made me sick  everyday i took it. i had to stop. enbrel has worked wonders for m'
SMM4H2022dh7rJkBPm1DWMRQ3	ADE	just wondering where the side effect of hating the world is stated on vyvanse advertisements?
SMM4H202297JG3GRL0r7F3oii	ADE	"this lamictal shit ain't cuttin the mustard; any ""mood stabilizers"" that don't steal your soul &amp; make u a bloated zombie a la britney?"
SMM4H202297JG3GRL0r7F3oii	ADE	"this lamictal shit ain't cuttin the mustard; any ""mood stabilizers"" that don't steal your soul &amp; make u a bloated zombie a la britney?"
SMM4H202297JG3GRL0r7F3oii	ADE	"this lamictal shit ain't cuttin the mustard; any ""mood stabilizers"" that don't steal your soul &amp; make u a bloated zombie a la britney?"
SMM4H2022JgPZ75dlpC8C6C3H	ADE	@USER___________ SSRIs were great for me for ages, not working as well now. Thus Seroquel.  I’m also on Clonazepam, makes me sleepy too.
SMM4H2022JgPZ75dlpC8C6C3H	ADE	@USER___________ SSRIs were great for me for ages, not working as well now. Thus Seroquel.  I’m also on Clonazepam, makes me sleepy too.
SMM4H2022rePGx8abzfugJCVH	ADE	@USER_________ cipro and flagyl are the absolute worst. like taking rat poison.
SMM4H2022FLGHUTXktB5H1zIS	ADE	@USER________ @USER____ I tried Baclofen, another common muscle relaxer, and had too many side-effects from it, including worsening pain.
SMM4H2022nWaoQ8tSxj8QFmkG	ADE	@USER___ the Effexor may have been pushing me toward hypomania, so we are trying just an ssri, then see if a mood stabilizer is needed.
SMM4H2022Fk2pL4jxbiufAQz2	ADE	seroquel left me with sleep paralysis. abilify left me with occasional muscle spasms. i've been off of both for nearly a decade.
SMM4H2022Fk2pL4jxbiufAQz2	ADE	seroquel left me with sleep paralysis. abilify left me with occasional muscle spasms. i've been off of both for nearly a decade.
SMM4H2022Fk2pL4jxbiufAQz2	ADE	seroquel left me with sleep paralysis. abilify left me with occasional muscle spasms. i've been off of both for nearly a decade.
SMM4H202229fanYISYc0jXnR2	ADE	@USER__________ ugh the olanzapine makes me so tired :(
SMM4H2022ZoKc24UU9qSskusS	ADE	@USER______ @USER_____ when i weaned myself off paxil, slower than recommended, my blood pressure dropped so bad i couldn't walk for a week.
SMM4H2022ZoKc24UU9qSskusS	ADE	@USER______ @USER_____ when i weaned myself off paxil, slower than recommended, my blood pressure dropped so bad i couldn't walk for a week.
SMM4H2022oartCOZedxGoF34r	ADE	gimme one reason why i shouldn't have sex drive / libido. i accept this as a part of withdrawal symptoms from venlafaxine. :o
SMM4H2022oartCOZedxGoF34r	ADE	gimme one reason why i shouldn't have sex drive / libido. i accept this as a part of withdrawal symptoms from venlafaxine. :o
SMM4H2022oartCOZedxGoF34r	ADE	gimme one reason why i shouldn't have sex drive / libido. i accept this as a part of withdrawal symptoms from venlafaxine. :o
SMM4H2022seOX3nx6bNIH0lhF	ADE	i called for my effexor refill on wednesday. i was out. it's sunday and i can't stop screaming and crying
SMM4H2022seOX3nx6bNIH0lhF	ADE	i called for my effexor refill on wednesday. i was out. it's sunday and i can't stop screaming and crying
SMM4H2022zoIyzS080QH8bpUP	ADE	arms stil hurt. cipro to tendons is like a razor to rope: cut it partway through, makes it weaker &amp; won't heal ever. damned cipro.
SMM4H2022zoIyzS080QH8bpUP	ADE	arms stil hurt. cipro to tendons is like a razor to rope: cut it partway through, makes it weaker &amp; won't heal ever. damned cipro.
SMM4H2022zoIyzS080QH8bpUP	ADE	arms stil hurt. cipro to tendons is like a razor to rope: cut it partway through, makes it weaker &amp; won't heal ever. damned cipro.
SMM4H2022zoIyzS080QH8bpUP	ADE	arms stil hurt. cipro to tendons is like a razor to rope: cut it partway through, makes it weaker &amp; won't heal ever. damned cipro.
SMM4H20221sHBtdZJBsGJ3LwR	ADE	Eurgh! Last time I was this tired, I was on a four day antidepressant cocktail binge.  #seroxat #sertraline #fluoxitine #lithium
SMM4H2022fREh2XI74TWyahQ6	ADE	rivaroxaban 2/2 lower back pain. not very pc but am crippled by this drug. taking more paracetamols. must ring for 'phone consultation.
SMM4H2022fREh2XI74TWyahQ6	ADE	rivaroxaban 2/2 lower back pain. not very pc but am crippled by this drug. taking more paracetamols. must ring for 'phone consultation.
SMM4H2022TVN7KsMM5gevyWhp	ADE	@USER_________ i was on enbrel for 8 years have since developed neuro problems (ataxia) wish id never taken it side effects not worth risks
SMM4H2022TVN7KsMM5gevyWhp	ADE	@USER_________ i was on enbrel for 8 years have since developed neuro problems (ataxia) wish id never taken it side effects not worth risks
SMM4H2022kvYkDcRL5CIlilM5	ADE	@USER____ I essentially felt nothing on them. Great for anxiety, bad for living. Coming off klonopin and paxil was hell though.
SMM4H2022kvYkDcRL5CIlilM5	ADE	@USER____ I essentially felt nothing on them. Great for anxiety, bad for living. Coming off klonopin and paxil was hell though.
SMM4H2022YJppxwANJQSY1m9x	ADE	@USER____ i think it was an anxiety meds dream. damn quetiapine.
SMM4H20223cfivADgM73dcaqE	ADE	@USER_________ quetiapine. very low dose even with increase. helps me get to sleep (&amp; eat in general) but feel really groggy in the morning
SMM4H2022iCyAAqhPCL1hN6sz	ADE	03.00 day 19 rivaroxaban diary. just taken 2 paracetamol. probabably will take 70 minutes to work. a long painful night ahead.
SMM4H2022xEKriuQOHMJvxv6S	ADE	your humira shot burns with the power of a thousand suns #ibdfmlmoments #crohns #ibd #uc
SMM4H2022Uha48w7IbkKucWEv	ADE	today is the day for my biweekly humira injection, any volunteers to take it for me?  It hurts.
SMM4H2022vMG4BOxp9R3ylT60	ADE	new dx: dysthymia. start seroquel (which i've had before. it zombified me iirc).
SMM4H2022faF270d5ACiHD09X	ADE	@USER_________ Depakote made me feel flat, but helps many. Zyprexa can cause weight gain, so be very careful. I can't tolerate it.
SMM4H2022faF270d5ACiHD09X	ADE	@USER_________ Depakote made me feel flat, but helps many. Zyprexa can cause weight gain, so be very careful. I can't tolerate it.
SMM4H2022EyMGRETJHSunPFam	ADE	takin anbien &amp;seroquel for bad insomnia gives u messed up dreams doc saids its normal
SMM4H2022mvBLdiGdRpznis6F	ADE	been on humira now short period 4 to 6 injections no noticeable change in pain but racing heart and palpitations. mtx at 1ml injection.
SMM4H2022mvBLdiGdRpznis6F	ADE	been on humira now short period 4 to 6 injections no noticeable change in pain but racing heart and palpitations. mtx at 1ml injection.
SMM4H2022vDOYDgyJZxi3AfWr	ADE	hey not sleeping. #hotflashes #menopause #effexor
SMM4H20223tmTYWiaG5Gx8AXQ	ADE	@USER________ i think it's an snri, i'm not even sure. it's viibryd. but none of my anti-depressants have ever messed me up like this before
SMM4H2022jT1k3ZJRIRFr8vdN	ADE	19.32 day 20 rivaroxaban diary. still residual aches and pains; only had 4 paracetamol today.
SMM4H2022jT1k3ZJRIRFr8vdN	ADE	19.32 day 20 rivaroxaban diary. still residual aches and pains; only had 4 paracetamol today.
SMM4H2022mwTwNQe8c7qELvoj	ADE	i better go to bed.. effexor withdrawal makes me feel kinda terrible ugh.
SMM4H2022mwTwNQe8c7qELvoj	ADE	i better go to bed.. effexor withdrawal makes me feel kinda terrible ugh.
SMM4H2022VCg967jaRwauB7M6	ADE	@USER_________ i was on quetiapine and gained 40lbs &lt;wall&gt; so i am not even trying olanzapine. they gave me abilify cause it not supposed to
SMM4H2022TVxkoVV8POivz2cg	ADE	@USER_______ i 'served' 6months of fluoxetine-time around 18 years ago, it put a smile on my face but inside i was still screaming. :(
SMM4H2022gdrlP9V98OjgYn1h	ADE	"@USER______ @USER________ what i take is serious. i never was informed ahead of time. i could get ""metabolic"" syndrome from seroquel."
SMM4H2022WhYWRNGFEkALdgiB	ADE	half of seroquel knocks me out so fast and im asleep for at least 10 hours...
SMM4H2022UjUoWAcioXwoXrmN	ADE	08.55 day 21 rivaroxaban diary strange muscle spasms especially in neck shoulders and legs. no more fluid retention. more mobile.
SMM4H2022UjUoWAcioXwoXrmN	ADE	08.55 day 21 rivaroxaban diary strange muscle spasms especially in neck shoulders and legs. no more fluid retention. more mobile.
SMM4H2022UjUoWAcioXwoXrmN	ADE	08.55 day 21 rivaroxaban diary strange muscle spasms especially in neck shoulders and legs. no more fluid retention. more mobile.
SMM4H2022DtQbxC8jee3yAjEg	ADE	#epilepsy is sucktastic. neuro appt monday to discuss a third med after getting the rash with lamotrigine and the glaucoma with topiramate.
SMM4H2022DtQbxC8jee3yAjEg	ADE	#epilepsy is sucktastic. neuro appt monday to discuss a third med after getting the rash with lamotrigine and the glaucoma with topiramate.
SMM4H2022rEAo0MhuRcPQGMcx	ADE	@USER________ @USER_________ my step-dad was on Effexer,taking supplements for energy and drinking like a fish when he shot my daughter&me
SMM4H2022x224e9kpbUotQ83B	ADE	this seroquel got me lo0o0py as helll.  this status took me at least thirty minutes to type i keep waking up without knowing i feel asleep
SMM4H2022x224e9kpbUotQ83B	ADE	this seroquel got me lo0o0py as helll.  this status took me at least thirty minutes to type i keep waking up without knowing i feel asleep
SMM4H2022x224e9kpbUotQ83B	ADE	this seroquel got me lo0o0py as helll.  this status took me at least thirty minutes to type i keep waking up without knowing i feel asleep
SMM4H2022bRO6gxOfmAidtYpq	ADE	rivaroxaban diary day 22. am beginning to think all pains from pressure on that part of body are due to fluid retention.
SMM4H2022bRO6gxOfmAidtYpq	ADE	rivaroxaban diary day 22. am beginning to think all pains from pressure on that part of body are due to fluid retention.
SMM4H2022MaoNl62q5dfg0X43	ADE	@USER____ natural don't work for me, try 300mg of seroquel...you'll sleep for days, i have insomnia that's what they give me lol
SMM4H2022MaoNl62q5dfg0X43	ADE	@USER____ natural don't work for me, try 300mg of seroquel...you'll sleep for days, i have insomnia that's what they give me lol
SMM4H2022lYwPycpPzTEZeqC9	ADE	doc for panic disorders: alprazolam (addictive) and paroxetine (sedating). #psychiatry
SMM4H2022lYwPycpPzTEZeqC9	ADE	doc for panic disorders: alprazolam (addictive) and paroxetine (sedating). #psychiatry
SMM4H2022B1t3y1YzW1o9IXRS	ADE	@USER_________ dude i feel physically and mentally drained.. thats the paxil i wanted hard at work
SMM4H2022B1t3y1YzW1o9IXRS	ADE	@USER_________ dude i feel physically and mentally drained.. thats the paxil i wanted hard at work
SMM4H2022RBeuKIpaZmSt4HSL	ADE	04.46 day 23 rivaroxaban diary. Much better than yesterday. Still neck, back, hip, and leg aches but not so intense.
SMM4H2022RBeuKIpaZmSt4HSL	ADE	04.46 day 23 rivaroxaban diary. Much better than yesterday. Still neck, back, hip, and leg aches but not so intense.
SMM4H2022RBeuKIpaZmSt4HSL	ADE	04.46 day 23 rivaroxaban diary. Much better than yesterday. Still neck, back, hip, and leg aches but not so intense.
SMM4H2022RBeuKIpaZmSt4HSL	ADE	04.46 day 23 rivaroxaban diary. Much better than yesterday. Still neck, back, hip, and leg aches but not so intense.
SMM4H2022nWt7PzfteIMGo4un	ADE	@USER_____ smh. lmao paxil was my first, i just stopped effexor (the headaches were a nightmare)
SMM4H2022FxnzX8o6akC1A8AC	ADE	the toilet just flushed itself.  my apartment is haunted.  paxil tells me it's common for apartments to be haunted.  send help
SMM4H20221RQKhLykLMydtDkw	ADE	@USER________ i do have a crisis number, but i'm just going to knock myself out today w/ trazodone and start antipsychotics today too.
SMM4H2022WZ6hXqt3P5tmzGQW	ADE	wish it was monday...seeing doctor tomorrow &amp; want to see if he has any suggestions for my withdrawal. #paroxetine #anxiety #fedup
SMM4H20229SZCO8asIBmAO1pd	ADE	15.15 rivaroxaban diary day 24.  pains easing all the time. didn't take losartan yesterday. will get bp and hopefully inr checked today.
SMM4H2022vRV5fKveap2qzfsJ	ADE	feels like one of those 5-cup #coffee days - but wait: i'm weaning off #seroquel. aha!
SMM4H2022wwloDYCyWIjib2Pb	ADE	The most upsetting thing about Silver Linings Playbook, is how Bradley Cooper can take Seroquel and still stay in shape.
SMM4H2022AQvFCYJIZ75CZT6K	ADE	then the viibryd it will be the hardest. makes you very ill. hospital ill.
SMM4H2022MOFJilJuTfgGcuTL	ADE	effexor dreams, now with lucidity. i grant the power of flight?
SMM4H2022LJ7qxW0qCFcTeWuK	ADE	@USER___ my dreams became vivider i think with effexor #bpdchat
SMM4H2022OaoS9I9bDMG8rygb	ADE	bombed on olanzapine. work going to be tricky. 5 days of not drinking coming up. i could sleep all the time atm.
SMM4H2022OaoS9I9bDMG8rygb	ADE	bombed on olanzapine. work going to be tricky. 5 days of not drinking coming up. i could sleep all the time atm.
SMM4H20223IJtOyXw7GygaK1v	ADE	@USER___ @USER__________ i agree that the after sting is much worse from #humira than #enbrel #rheum
SMM4H2022ZTkHtJ9K2fHRHiVH	ADE	i didn't expect that going off of paxil would make me want to look at my farrah fawcett poster quite so much.
SMM4H2022aMpoXKTGKn4VN0L0	ADE	panic attacking because you cant find your effexor and know withdrawal will set in momentarily  &lt;&lt;&lt;&lt;&lt;&lt;&lt;.
SMM4H2022R9V4kSdIi5istPUq	ADE	@USER_____ I'm not even sure what to request. :/ Sertraline makes me sick now, Venlafaxine made me sick, Reboxetine and Citalopram useless
SMM4H2022fgJeGOYO5LdpZuaD	ADE	question time #crohns #ibd #humira does anyone suffer from egg burps? what works for you
SMM4H2022C1iYDPNfNKvnS5Mg	ADE	i'm so fine today. increasing zyprexa,my condisition became so good. it has a side effect that increase my weight. i must care about it.
SMM4H2022lXxReHKyHHDjTInF	ADE	@USER_ every time i forget seroquel, i end up rage breaking things eg- my laptop *facepalm*
SMM4H2022tMlhJfENTacYmpBJ	ADE	being sick every morning is getting really old. not sure if anxiety or my body getting used to paxil.  anyone know?
SMM4H20222vtDinnXG9Q9ai0O	ADE	i can't wait to go get my anti nauaea meds tonight. i feel like shit. humira is definitely kicking my ass but my skin lools great.
SMM4H20222vtDinnXG9Q9ai0O	ADE	i can't wait to go get my anti nauaea meds tonight. i feel like shit. humira is definitely kicking my ass but my skin lools great.
SMM4H20226kdflee3hHSKSLLR	ADE	rt @USER_________: wtf? can't even get whipped cream out of the can? my arms just keep getting worse. damned cipro.
SMM4H20226kdflee3hHSKSLLR	ADE	rt @USER_________: wtf? can't even get whipped cream out of the can? my arms just keep getting worse. damned cipro.
SMM4H2022PEtV7oJJ4oeGgInX	ADE	@USER__________ it helped me enormously with seroquel withdrawal but it makes benzo withdrawal much worse.
SMM4H2022FsFXsrgZx5McigLW	ADE	whoah so dizzing.  damn   tamazapam - shld probably wap back to quetiapine if this keeps up! but it makes me feel so ick!
SMM4H2022FsFXsrgZx5McigLW	ADE	whoah so dizzing.  damn   tamazapam - shld probably wap back to quetiapine if this keeps up! but it makes me feel so ick!
SMM4H2022MxVK4Kr3BOKdqyVq	ADE	the seroquel the doc gave me, makes doing things difficult. . . but if i don't do something, i'll fall asleep. the catch-22 of crazy.
SMM4H2022MxVK4Kr3BOKdqyVq	ADE	the seroquel the doc gave me, makes doing things difficult. . . but if i don't do something, i'll fall asleep. the catch-22 of crazy.
SMM4H2022cyNaBGtN3XzJsezy	ADE	@USER__________ ffs!! i'm getting shooting pains down arms &amp; legs now &amp; in eve whole body ache #humira is horrible ??
SMM4H2022cyNaBGtN3XzJsezy	ADE	@USER__________ ffs!! i'm getting shooting pains down arms &amp; legs now &amp; in eve whole body ache #humira is horrible ??
SMM4H2022cyNaBGtN3XzJsezy	ADE	@USER__________ ffs!! i'm getting shooting pains down arms &amp; legs now &amp; in eve whole body ache #humira is horrible ??
SMM4H2022dKAzjrSGg5ecoi0S	ADE	screw you paxil! you do wonders for anxiety but you make me a ultra lightweight
SMM4H2022lotbVruKigtPwGzr	ADE	the difference between 'just tired' and 'tired &amp; in a fog' is amazing.  so happy to be done taking levaquin, that stuff is way too strong
SMM4H2022lotbVruKigtPwGzr	ADE	the difference between 'just tired' and 'tired &amp; in a fog' is amazing.  so happy to be done taking levaquin, that stuff is way too strong
SMM4H20229zMNQ7V95TYkkttX	ADE	@USER_____ i dont get it, sex i mean. the doctors p[ut me on venlafaxin
SMM4H2022n7g9BpX0YtrwMNIF	ADE	@USER_______ i'm reducing duloxitine (been on 6 yr) and slowly increasing m but slept 13-14 hrs solid and still feel wasted
SMM4H2022n7g9BpX0YtrwMNIF	ADE	@USER_______ i'm reducing duloxitine (been on 6 yr) and slowly increasing m but slept 13-14 hrs solid and still feel wasted
SMM4H202281Eg2d0wun0cK4UH	ADE	Did you know insanely intense dreams are a known side effect of venlafaxine? It's not an antidepressant, it's my Dream Fuel!
SMM4H20223FbV5c7juVUOy8Lu	ADE	@USER_____ i've been taking venlafaxine since 2007, it's like hotel california - you can check in, but you can never leave.
SMM4H2022VSlQdndtUOoYrpWj	ADE	rt @USER____: @USER_________ does paxil withdrawal take! extremely emotional:( switched to wellbutrin. wanna crawl in a hole.
SMM4H2022VSlQdndtUOoYrpWj	ADE	rt @USER____: @USER_________ does paxil withdrawal take! extremely emotional:( switched to wellbutrin. wanna crawl in a hole.
SMM4H2022VSlQdndtUOoYrpWj	ADE	rt @USER____: @USER_________ does paxil withdrawal take! extremely emotional:( switched to wellbutrin. wanna crawl in a hole.
SMM4H2022tG4dILAp3p4ef81P	ADE	rt @USER__________: my journey into the dark night of the soul was launched by an adverse reaction to the drug effexor. taking this... http
SMM4H2022cZSFCv9giGkQiTio	ADE	@USER___________ i've had to reduce the quetiapine back to 400mg. couldn't take the increased gastro pain. was crumpled in a heap crying x
SMM4H2022cZSFCv9giGkQiTio	ADE	@USER___________ i've had to reduce the quetiapine back to 400mg. couldn't take the increased gastro pain. was crumpled in a heap crying x
SMM4H202293rUCWHnZXH3Qwzm	ADE	dissociative fugues &amp; loss of empathy since age 11, serious cardio problems since age 14, almost dying of paxil withdrawal @ 21, that's a-ok
SMM4H2022U217mBTbSmjNI27J	ADE	so last night i kept waking up with period pain. took what i thought was ibuprofen 3 times. turned out to be seroquel. i just woke up.
SMM4H2022H6m1Wzlz1SRhJ9Vy	ADE	abilify for 3 weeks has made me lose 1/6 of the weight i put on w/seroquel, and i've been eating like shit. i love you abilify!
SMM4H2022ZGyiKVCMmfPa1IxT	ADE	@USER_________ partly true but olanzapine is the worst ever for inducing carb cravings for some unfortunate ppl serequel and clozaril a 2nd
SMM4H2022sVRoF9tnx9cfi5PM	ADE	gamma-aminobutyric acid+glycine =paralyzing rem neurotransmitters=precisely when you shouldn't wake up=grumpy as fuck  #sciencestrikesagain
SMM4H2022g1kUHszcigvBbSjt	ADE	@USER_________ fanapt was the only thing that calmed her rages but comes with tremors.   i'm so sorry :(
SMM4H2022uTLDGdWyQZoMctLW	ADE	worked a double shift today while dealing with Effexor withdrawals, I'm a tough bitch; fight me. #badass #sick #withdraws #sicksicksick
SMM4H2022uTLDGdWyQZoMctLW	ADE	worked a double shift today while dealing with Effexor withdrawals, I'm a tough bitch; fight me. #badass #sick #withdraws #sicksicksick
SMM4H2022uTLDGdWyQZoMctLW	ADE	worked a double shift today while dealing with Effexor withdrawals, I'm a tough bitch; fight me. #badass #sick #withdraws #sicksicksick
SMM4H2022uTLDGdWyQZoMctLW	ADE	worked a double shift today while dealing with Effexor withdrawals, I'm a tough bitch; fight me. #badass #sick #withdraws #sicksicksick
SMM4H2022GeW2mGArOLmn74V7	ADE	2/2 blood tests scheduled. BP normal Now have own coaguckek machine. Still aches and pains, legs better. Taking codeine rivaroxaban losartan
SMM4H2022GeW2mGArOLmn74V7	ADE	2/2 blood tests scheduled. BP normal Now have own coaguckek machine. Still aches and pains, legs better. Taking codeine rivaroxaban losartan
SMM4H2022wyM8jhDvp5kKKn18	ADE	@USER___________ @USER_________ sorry for jumping in. trying to get up for work after night seroquel is a nightmare!
